age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,broad jump_cm
24.0,0,172.2,65.8,18.0,46.0,233.0
64.0,1,148.6,57.8,20.8,14.0,120.0
24.0,0,168.7,72.3,6.7,50.0,181.0
27.0,1,159.5,68.8,18.9,51.0,168.0
25.0,0,183.8,68.3,10.0,53.0,244.0
35.0,0,171.0,89.0,26.4,60.0,232.0
48.0,0,167.1,63.6,16.1,40.0,199.0
25.0,0,172.8,66.3,20.6,37.0,243.0
42.0,1,162.4,60.7,21.5,43.0,172.0
22.0,1,156.5,44.5,17.7,42.0,155.0
62.0,0,170.2,63.8,12.4,33.0,201.0
43.0,1,159.7,58.4,15.1,47.0,196.0
25.0,0,175.9,81.1,14.9,56.0,211.0
35.0,0,170.6,71.36,30.0,48.0,241.0
36.0,0,164.4,70.2,6.5,46.0,213.0
42.0,0,172.4,69.9,18.5,40.0,215.0
36.0,1,164.8,58.8,19.3,30.0,162.0
53.0,0,174.2,81.8,5.7,47.0,196.0
38.0,0,181.3,71.2,17.2,40.0,240.0
27.0,0,165.4,65.0,10.2,46.0,179.0
39.0,1,162.2,54.4,26.7,43.0,179.0
63.0,0,181.9,71.8,5.4,23.0,172.0
21.0,0,171.9,67.3,21.9,50.0,229.0
42.0,0,172.0,68.0,16.0,46.0,215.0
27.0,1,174.8,71.2,13.8,42.0,190.0
23.0,0,180.7,82.1,19.7,58.0,237.0
22.0,1,158.4,63.2,6.5,33.0,159.0
21.0,1,161.3,50.6,29.4,39.0,175.0
36.0,0,179.8,83.0,10.75,46.0,220.0
55.0,0,173.0,77.8,14.2,40.0,205.0
59.0,1,152.1,50.6,15.1,9.0,110.0
25.0,1,159.0,50.3,20.7,44.0,186.0
24.0,1,154.1,42.1,23.4,41.0,179.0
58.0,0,161.1,73.1,6.0,40.0,165.0
37.0,1,162.7,71.3,2.7,16.0,159.0
29.0,1,164.1,52.54,31.3,40.0,172.0
22.0,1,159.5,53.6,21.1,35.0,139.0
62.0,0,170.0,78.9,7.7,41.0,185.0
25.0,1,161.2,70.6,8.7,24.0,165.0
63.0,1,153.0,50.3,18.8,11.0,106.0
31.0,1,163.0,53.6,29.9,42.0,219.0
25.0,0,178.9,81.4,13.9,50.0,230.0
22.0,1,155.7,55.4,-11.0,24.0,112.0
36.0,0,174.6,82.1,-2.0,28.0,227.0
38.0,1,162.3,58.6,3.0,9.0,123.0
23.0,0,162.6,63.8,5.2,45.0,191.0
23.0,0,175.0,86.0,21.0,60.0,243.0
63.0,0,169.7,67.1,9.5,32.0,190.0
44.0,1,169.4,55.6,26.8,41.0,182.0
22.0,1,163.0,51.5,28.0,34.0,164.0
60.0,0,167.3,77.5,5.3,35.0,185.0
57.0,1,157.0,61.1,13.5,21.0,124.0
60.0,0,176.7,80.9,16.4,20.0,177.0
25.0,1,161.3,46.0,21.8,35.0,172.0
43.0,0,177.0,63.6,16.1,48.0,220.0
27.0,1,168.2,67.24,26.0,45.0,173.0
31.0,0,175.3,72.9,19.0,51.0,241.0
45.0,0,175.0,79.1,5.3,42.0,190.0
43.0,0,175.1,74.4,10.2,42.0,224.0
21.0,1,164.2,64.0,19.9,47.0,175.0
22.0,0,176.4,60.1,20.6,44.0,251.0
58.0,0,171.1,64.4,10.4,29.0,181.0
32.0,0,168.8,62.7,14.9,39.0,230.0
28.0,0,166.5,62.8,16.4,56.0,215.0
25.0,0,175.6,75.0,9.1,37.0,193.0
36.0,1,165.4,55.4,21.0,27.0,153.0
56.0,0,169.4,74.4,21.2,23.0,159.0
35.0,1,159.9,56.5,24.1,26.0,159.0
52.0,0,164.7,67.1,-10.0,30.0,182.0
22.0,0,180.3,73.6,-2.0,41.0,163.0
21.0,0,185.3,76.9,21.3,35.0,179.0
39.0,0,177.1,75.3,6.8,31.0,194.0
27.0,0,170.8,66.5,8.5,45.0,208.0
45.0,1,160.2,59.42,19.4,19.0,127.0
37.0,0,165.0,86.9,17.3,51.0,242.0
22.0,0,171.1,75.52,15.9,24.0,186.0
25.0,0,176.3,68.1,-5.8,30.0,165.0
56.0,0,171.0,73.1,8.5,29.0,183.0
26.0,0,181.1,84.4,9.5,45.0,206.0
27.0,0,175.8,72.3,19.4,53.0,247.0
28.0,0,163.0,67.9,0.9,61.0,180.0
22.0,0,170.7,72.2,20.7,49.0,226.0
29.0,1,170.6,68.2,20.0,24.0,149.0
30.0,0,172.0,68.5,14.0,68.0,232.0
27.0,0,171.0,65.1,19.5,50.0,211.0
29.0,1,167.0,65.8,28.3,54.0,196.0
22.0,0,177.2,84.5,16.5,52.0,190.0
31.0,1,164.8,56.1,16.1,27.0,145.0
34.0,0,165.1,62.3,15.4,53.0,230.0
35.0,0,175.7,82.9,4.8,33.0,232.0
22.0,1,160.2,58.8,23.5,54.0,206.0
60.0,0,159.2,69.2,7.6,33.0,206.0
34.0,0,168.4,71.8,15.2,45.0,233.0
27.0,0,183.1,85.5,6.9,53.0,223.0
25.0,0,182.5,79.8,19.1,49.0,200.0
27.0,0,172.6,64.0,6.3,39.0,199.0
60.0,0,163.2,72.3,11.9,31.0,195.0
22.0,1,153.6,52.0,22.1,34.0,157.0
23.0,1,170.3,87.9,-5.5,1.0,116.0
22.0,0,163.6,61.7,12.7,60.0,232.0
49.0,1,151.5,52.0,21.3,39.0,154.0
26.0,0,180.7,83.7,17.7,52.0,230.0
54.0,1,154.8,61.0,13.9,26.0,150.0
29.0,1,170.7,58.82,20.5,35.0,141.0
22.0,0,176.0,79.6,19.3,56.0,277.0
28.0,0,170.0,95.0,4.0,32.0,140.0
45.0,0,165.7,63.3,12.2,40.0,216.0
43.0,0,178.9,82.2,13.8,52.0,202.0
51.0,0,174.3,59.1,9.7,37.0,211.0
36.0,1,168.6,59.1,21.6,13.0,154.0
47.0,0,169.1,71.2,12.2,37.0,210.0
41.0,0,172.9,72.4,-8.3,51.0,215.0
57.0,1,164.2,56.0,32.4,47.0,148.0
32.0,0,175.6,79.0,16.4,56.0,221.0
29.0,0,173.2,72.7,-3.6,42.0,188.0
25.0,1,169.3,65.3,25.6,55.0,169.0
23.0,1,161.5,62.9,14.3,37.0,153.0
38.0,0,165.5,61.1,19.4,53.0,254.0
25.0,1,160.0,57.3,19.8,44.0,178.0
26.0,0,174.9,86.9,13.1,41.0,219.0
37.0,0,172.5,71.6,17.7,46.0,202.0
61.0,1,153.4,49.1,24.8,26.0,120.0
36.0,1,162.0,53.6,21.0,35.0,155.0
31.0,0,164.7,62.9,6.0,49.0,190.0
39.0,1,166.0,58.5,19.0,38.0,180.0
31.0,0,175.6,72.6,19.8,48.0,229.0
50.0,1,158.7,71.4,15.7,26.0,175.0
43.0,0,177.6,69.6,23.9,50.0,227.0
50.0,1,162.1,59.6,3.5,23.0,149.0
36.0,0,179.1,96.2,17.0,40.0,200.0
35.0,1,174.7,70.6,11.0,28.0,167.0
26.0,1,169.1,63.5,8.8,31.0,113.0
24.0,0,173.0,67.6,17.1,60.0,248.0
34.0,0,178.3,72.4,7.9,51.0,265.0
58.0,1,155.6,82.0,5.1,12.0,95.0
44.0,0,163.7,58.4,18.4,50.0,221.0
31.0,0,184.0,75.3,13.1,47.0,210.0
28.0,0,186.5,87.6,18.1,57.0,262.0
48.0,0,169.6,66.1,17.3,44.0,215.0
30.0,0,168.9,74.0,17.7,45.0,198.0
24.0,0,173.8,78.5,2.8,54.0,180.0
32.0,0,179.6,70.5,14.7,56.0,223.0
53.0,0,167.8,91.6,-7.0,15.0,175.0
56.0,0,174.4,72.5,18.5,30.0,176.0
27.0,1,163.4,68.7,18.5,27.0,157.0
32.0,0,166.8,75.9,14.0,43.0,204.0
24.0,0,173.9,64.0,22.0,55.0,252.0
32.0,1,170.8,71.5,21.1,47.0,144.0
63.0,0,168.4,86.1,-6.4,2.0,166.0
32.0,0,175.1,76.5,19.7,48.0,245.0
36.0,0,170.0,71.0,20.6,71.0,234.0
28.0,0,175.4,60.6,17.5,53.0,227.0
63.0,1,154.9,49.4,21.8,17.0,75.0
43.0,1,168.1,54.5,21.0,32.0,120.0
33.0,0,169.3,75.4,9.2,43.0,209.0
23.0,0,169.0,86.22,5.4,41.0,198.0
24.0,0,174.9,77.3,22.1,46.0,225.0
26.0,1,167.7,60.9,28.1,37.0,203.0
22.0,1,158.0,54.6,20.6,50.0,186.0
22.0,0,181.2,71.46,18.1,55.0,226.0
26.0,0,172.5,68.4,12.2,56.0,220.0
26.0,1,161.4,57.9,0.9,28.0,144.0
30.0,0,168.0,74.8,15.1,46.0,219.0
60.0,0,164.0,64.7,1.5,24.0,154.0
29.0,0,175.8,75.2,21.8,44.0,246.0
34.0,1,167.4,82.9,1.0,0.0,112.0
62.0,0,169.1,65.3,14.8,22.0,152.0
23.0,1,161.1,50.5,20.6,44.0,159.0
57.0,1,160.8,59.6,6.4,12.0,141.0
22.0,0,174.1,70.0,27.8,57.0,237.0
37.0,0,175.8,82.6,18.7,48.0,223.0
32.0,0,169.8,75.7,17.9,51.0,243.0
29.0,1,168.6,76.7,13.8,26.0,160.0
60.0,0,165.5,56.9,15.6,30.0,169.0
53.0,0,174.0,87.3,14.7,51.0,183.0
37.0,0,178.5,61.3,11.0,43.0,225.0
38.0,0,169.0,74.8,9.1,35.0,204.0
51.0,0,173.8,68.1,17.9,34.0,197.0
24.0,0,172.0,72.0,16.5,55.0,253.0
26.0,1,168.5,78.24,21.5,53.0,161.0
23.0,1,161.5,57.1,21.2,52.0,192.0
50.0,1,164.8,64.1,21.6,26.0,156.0
42.0,0,170.6,63.8,13.9,47.0,216.0
29.0,0,174.6,69.4,15.1,44.0,220.0
55.0,1,154.6,59.4,23.9,28.0,125.0
43.0,0,178.4,79.2,17.3,51.0,241.0
53.0,1,158.3,51.3,18.7,30.0,135.0
59.0,0,165.2,67.62,15.8,35.0,195.0
22.0,0,168.9,69.0,18.0,56.0,237.0
29.0,1,167.9,60.7,21.9,43.0,170.0
64.0,0,165.5,67.6,-8.5,23.0,151.0
41.0,1,154.8,45.3,19.6,42.0,170.0
35.0,0,167.1,68.9,22.0,55.0,237.0
27.0,1,165.6,58.0,26.5,39.0,171.0
22.0,0,166.7,54.7,27.3,55.0,227.0
32.0,0,182.5,84.7,4.3,46.0,188.0
56.0,1,163.2,55.3,22.5,18.0,154.0
39.0,0,176.7,83.4,20.7,40.0,213.0
62.0,1,155.6,66.1,18.7,6.0,101.0
33.0,0,176.9,71.2,24.2,60.0,237.0
21.0,1,155.1,41.56,14.6,46.0,169.0
64.0,1,150.8,43.9,27.2,39.0,142.0
29.0,0,172.8,71.5,15.0,58.0,266.0
33.0,0,171.1,66.3,3.3,39.0,221.0
24.0,1,172.3,66.5,22.8,44.0,190.0
25.0,0,177.9,77.5,11.9,50.0,224.0
37.0,1,178.2,74.9,22.3,46.0,191.0
25.0,1,157.2,51.2,15.3,45.0,180.0
28.0,0,174.8,89.3,9.7,55.0,217.0
45.0,1,154.0,52.9,14.8,21.0,140.0
41.0,0,176.4,75.1,8.9,41.0,196.0
22.0,0,179.8,82.0,14.2,42.0,201.0
24.0,0,177.2,79.5,-2.5,56.0,245.0
60.0,0,168.9,55.6,15.5,32.0,182.0
35.0,1,169.0,59.1,18.6,47.0,185.0
21.0,0,185.4,81.7,11.9,29.0,217.0
28.0,1,158.9,56.5,16.5,50.0,130.0
36.0,0,182.5,79.4,20.0,31.0,222.0
22.0,0,183.7,74.4,11.5,66.0,222.0
24.0,1,165.7,58.2,20.9,52.0,180.0
21.0,0,171.1,72.8,20.7,65.0,225.0
37.0,1,158.0,57.6,12.0,20.0,135.0
31.0,0,172.0,78.5,15.3,60.0,250.0
30.0,0,182.5,86.2,1.2,45.0,191.0
22.0,0,179.9,78.9,-8.8,66.0,185.0
52.0,1,155.4,56.9,11.7,11.0,112.0
26.0,1,150.6,56.2,25.4,49.0,177.0
38.0,0,173.5,80.5,7.2,47.0,224.0
47.0,1,153.5,54.4,18.1,31.0,117.0
40.0,1,162.9,51.3,16.4,38.0,167.0
50.0,1,154.6,53.2,20.2,23.0,158.0
25.0,1,163.5,66.62,17.9,41.0,162.0
37.0,0,161.7,59.4,23.0,57.0,214.0
24.0,1,160.4,52.2,26.3,46.0,161.0
27.0,0,167.9,66.4,13.6,50.0,239.0
48.0,1,161.2,50.0,5.0,15.0,104.0
60.0,0,168.3,68.0,5.1,23.0,174.0
32.0,1,173.2,65.0,23.2,35.0,137.0
41.0,0,173.5,72.8,2.6,34.0,188.0
34.0,0,171.6,65.6,18.3,43.0,120.0
23.0,0,183.4,82.6,6.2,52.0,245.0
50.0,0,168.1,78.3,16.4,22.0,156.0
56.0,0,166.4,65.3,7.9,32.0,180.0
33.0,1,159.7,51.9,16.7,35.0,144.0
22.0,1,158.0,53.8,5.8,22.0,115.0
57.0,1,149.1,56.0,27.8,12.0,130.0
21.0,0,180.8,87.2,18.4,61.0,241.0
32.0,0,172.8,77.3,22.6,47.0,229.0
53.0,0,170.2,62.5,14.4,32.0,182.0
22.0,0,178.0,62.3,15.0,54.0,214.0
28.0,1,154.8,52.3,14.4,30.0,137.0
37.0,0,179.2,89.5,21.9,45.0,232.0
59.0,1,156.9,49.3,27.6,25.0,105.0
64.0,1,159.0,58.9,20.1,12.0,145.0
48.0,0,164.4,82.4,4.0,26.0,198.0
42.0,0,185.6,83.0,5.3,45.0,224.0
46.0,1,161.3,58.4,20.0,34.0,166.0
21.0,0,176.5,78.8,10.6,61.0,165.0
37.0,0,178.0,76.9,8.4,50.0,213.0
27.0,1,155.8,52.4,15.0,45.0,181.0
22.0,0,169.3,76.0,17.0,51.0,210.0
25.0,0,178.7,63.8,1.5,33.0,214.0
26.0,1,162.4,49.5,24.7,39.0,167.0
23.0,0,168.4,62.9,17.8,49.0,208.0
64.0,1,158.8,59.64,13.2,15.0,135.0
21.0,0,175.7,69.34,25.8,56.0,236.0
48.0,0,174.2,84.6,3.0,26.0,190.0
33.0,0,169.6,75.5,23.1,59.0,239.0
21.0,1,171.0,64.26,14.9,44.0,186.0
23.0,1,169.4,56.0,26.0,34.0,161.0
39.0,1,153.0,53.6,22.4,19.0,143.0
42.0,0,173.4,71.1,12.1,38.0,220.0
34.0,0,164.4,67.3,10.6,41.0,216.0
21.0,1,167.3,52.9,21.1,47.0,189.0
23.0,1,165.9,74.8,17.5,28.0,192.0
24.0,0,181.1,83.8,21.0,43.0,235.0
25.0,0,175.1,72.7,9.0,37.0,230.0
49.0,0,180.6,82.8,23.4,48.0,198.0
55.0,0,170.0,73.6,8.2,26.0,163.0
22.0,0,176.6,74.4,4.8,34.0,216.0
29.0,0,173.3,84.36,13.1,54.0,178.0
28.0,0,173.8,79.1,27.1,54.0,230.0
23.0,0,177.0,73.52,19.7,46.0,230.0
59.0,0,167.0,71.9,2.0,16.0,140.0
24.0,0,179.6,65.6,10.5,45.0,215.0
24.0,0,173.1,60.4,10.2,62.0,239.0
33.0,0,184.6,85.4,1.6,36.0,211.0
32.0,0,166.6,68.1,13.9,38.0,203.0
39.0,1,162.1,45.0,19.6,27.0,169.0
35.0,1,160.2,57.2,21.0,44.0,150.0
23.0,1,164.7,44.3,12.5,25.0,130.0
62.0,0,172.4,59.1,11.2,56.0,203.0
24.0,0,177.9,75.7,24.6,62.0,250.0
25.0,1,163.5,60.32,16.8,35.0,161.0
30.0,0,175.0,81.2,14.0,46.0,236.0
27.0,1,167.8,60.9,28.5,45.0,182.0
58.0,1,155.4,60.14,12.5,17.0,129.0
23.0,0,175.1,82.7,11.1,58.0,217.0
27.0,0,178.6,70.5,22.7,52.0,216.0
60.0,0,172.0,68.3,6.4,27.0,211.0
30.0,0,180.0,83.6,17.0,51.0,264.0
32.0,1,158.9,49.2,30.5,42.0,202.0
25.0,0,176.1,77.1,14.6,55.0,224.0
24.0,0,175.4,89.3,4.8,31.0,158.0
33.0,0,171.0,75.6,22.1,50.0,215.0
52.0,0,173.4,81.2,-2.3,29.0,173.0
35.0,1,157.5,51.0,11.7,21.0,119.0
25.0,0,172.2,69.9,18.9,57.0,243.0
35.0,1,169.5,73.2,17.3,42.0,174.0
51.0,0,173.8,64.6,12.8,53.0,220.0
26.0,0,176.1,73.7,17.9,57.0,234.0
31.0,0,181.2,86.8,18.4,50.0,238.0
30.0,0,182.7,78.3,24.7,48.0,247.0
21.0,1,162.1,73.0,10.3,19.0,157.0
51.0,1,156.8,57.0,14.9,14.0,110.0
23.0,1,160.5,60.1,26.9,58.0,158.0
42.0,0,178.8,68.6,19.1,43.0,246.0
24.0,1,164.1,56.8,33.3,35.0,183.0
56.0,0,175.2,73.5,18.3,41.0,172.0
48.0,0,182.3,82.5,10.3,43.0,210.0
59.0,0,165.4,70.2,8.5,35.0,192.0
27.0,0,170.1,63.5,17.1,57.0,244.0
47.0,0,173.9,77.0,5.6,42.0,199.0
24.0,1,150.7,52.46,19.8,31.0,171.0
24.0,0,155.9,55.28,20.8,49.0,210.0
22.0,0,176.0,76.7,17.0,57.0,241.0
46.0,1,157.4,50.8,19.4,26.0,124.0
33.0,0,179.6,75.9,16.4,39.0,243.0
37.0,0,184.8,84.4,18.4,41.0,278.0
23.0,0,170.5,66.9,15.1,56.0,222.0
30.0,1,178.0,71.6,27.4,30.0,198.0
28.0,0,166.5,62.3,19.4,52.0,189.0
28.0,0,173.7,82.1,2.4,51.0,238.0
27.0,0,169.8,67.4,16.8,35.0,191.0
55.0,1,155.0,60.7,25.9,24.0,145.0
27.0,1,153.6,53.9,23.3,41.0,160.0
21.0,0,170.2,71.7,20.9,62.0,233.0
54.0,0,167.1,64.6,14.0,46.0,201.0
26.0,1,165.9,58.0,24.1,45.0,201.0
50.0,0,172.8,73.6,6.3,31.0,185.0
45.0,0,176.0,79.2,2.2,28.0,212.0
21.0,0,166.5,63.6,10.5,52.0,241.0
24.0,1,158.1,56.4,26.6,53.0,212.0
52.0,0,173.6,84.1,4.2,36.0,195.0
35.0,0,179.3,70.1,18.9,50.0,272.0
35.0,0,180.0,76.7,21.3,45.0,242.0
22.0,1,166.0,68.8,27.8,38.0,181.0
60.0,0,177.8,77.4,10.9,19.0,158.0
27.0,1,160.8,53.1,24.2,32.0,175.0
23.0,0,169.9,66.6,17.2,57.0,224.0
21.0,1,159.1,57.4,21.2,51.0,179.0
23.0,0,164.2,68.5,9.2,46.0,215.0
35.0,1,158.6,49.5,24.1,37.0,177.0
35.0,0,165.0,82.7,17.0,40.0,197.0
26.0,0,172.3,83.9,15.4,44.0,254.0
21.0,0,174.5,82.14,18.8,55.0,212.0
23.0,1,159.6,44.8,22.6,52.0,166.0
26.0,1,167.7,63.4,17.3,36.0,182.0
25.0,1,164.0,45.0,21.6,46.0,180.0
21.0,1,167.6,68.9,24.9,43.0,199.0
64.0,0,160.0,62.2,17.3,44.0,164.0
63.0,0,168.4,61.5,14.6,26.0,163.0
32.0,1,163.1,60.5,27.3,37.0,190.0
25.0,0,180.7,77.1,17.8,52.0,227.0
40.0,0,172.1,78.9,1.9,46.0,176.0
30.0,0,174.3,77.86,12.4,55.0,213.0
38.0,0,169.3,69.9,15.0,47.0,237.0
62.0,1,150.2,50.9,23.9,22.0,149.0
51.0,1,162.2,58.2,35.2,25.0,134.0
40.0,0,187.3,90.3,7.5,27.0,220.0
29.0,0,172.9,70.5,16.8,45.0,201.0
56.0,1,152.9,49.2,18.2,18.0,142.0
61.0,0,161.1,66.1,4.0,37.0,173.0
28.0,0,167.9,74.1,19.4,46.0,233.0
61.0,1,157.1,57.8,14.1,22.0,133.0
32.0,1,151.2,52.4,19.7,33.0,104.0
23.0,0,169.1,67.5,29.7,62.0,232.0
25.0,0,179.7,79.0,17.2,58.0,220.0
28.0,0,181.7,91.76,21.1,58.0,245.0
50.0,0,177.4,82.8,0.5,36.0,217.0
61.0,1,156.2,46.2,27.8,19.0,129.0
61.0,0,163.9,55.5,18.6,32.0,160.0
28.0,1,160.9,63.6,22.1,52.0,179.0
23.0,1,163.5,59.5,19.5,47.0,197.0
37.0,0,170.6,68.8,1.5,47.0,194.0
26.0,0,181.6,73.1,16.9,53.0,237.0
22.0,0,179.4,70.5,22.2,51.0,222.0
45.0,0,174.7,90.3,-10.7,33.0,201.0
34.0,0,174.9,72.9,4.9,53.0,214.0
25.0,0,181.9,86.12,14.4,61.0,210.0
61.0,0,170.4,74.5,10.4,34.0,179.0
28.0,0,181.1,89.3,-8.3,39.0,187.0
23.0,0,177.4,69.7,10.5,49.0,242.0
29.0,0,171.9,66.7,7.7,37.0,217.0
59.0,0,170.8,72.3,11.0,29.0,184.0
21.0,1,160.6,55.2,29.1,46.0,199.0
27.0,1,167.0,55.6,26.4,43.0,173.0
25.0,0,172.6,63.9,17.7,51.0,255.0
30.0,0,176.0,66.1,10.1,43.0,205.0
36.0,1,160.0,49.0,19.0,21.0,176.0
26.0,1,165.3,55.4,24.6,28.0,156.0
21.0,0,168.9,70.7,13.4,71.0,235.0
46.0,0,173.2,76.4,14.0,47.0,212.0
31.0,1,167.8,58.5,16.0,34.0,192.0
36.0,0,174.3,65.4,9.4,37.0,218.0
27.0,0,173.1,71.2,17.6,55.0,212.0
30.0,0,178.4,87.5,7.6,36.0,177.0
38.0,0,168.2,72.0,10.0,47.0,189.0
64.0,1,163.6,55.2,20.9,29.0,126.0
62.0,0,166.2,65.5,19.8,33.0,181.0
24.0,0,173.8,70.0,24.2,49.0,235.0
33.0,0,172.8,70.2,7.8,40.0,199.0
28.0,1,159.5,51.54,23.0,37.0,145.0
27.0,1,162.1,70.9,11.0,42.0,157.0
32.0,1,162.3,50.8,18.8,52.0,163.0
25.0,0,172.3,70.9,3.6,43.0,192.0
35.0,1,163.2,56.0,14.3,33.0,143.0
26.0,1,165.1,56.2,13.9,34.0,164.0
22.0,0,184.6,90.6,22.3,58.0,217.0
36.0,0,179.2,79.5,20.8,58.0,245.0
34.0,0,170.7,67.4,6.0,39.0,215.0
64.0,0,168.5,66.3,0.4,23.0,128.0
60.0,1,141.0,46.1,15.3,14.0,140.0
21.0,1,155.0,51.0,15.1,30.0,174.0
60.0,0,163.6,60.1,18.8,18.0,180.0
55.0,0,164.2,62.0,18.5,40.0,200.0
27.0,0,183.0,62.0,7.6,43.0,235.0
61.0,1,150.2,47.5,22.0,23.0,130.0
25.0,1,166.1,54.5,22.4,42.0,168.0
59.0,0,169.3,65.2,6.2,25.0,152.0
36.0,0,177.8,89.7,22.1,53.0,228.0
24.0,1,162.7,51.7,15.4,31.0,166.0
45.0,0,182.5,80.5,6.2,36.0,235.0
25.0,0,166.5,61.0,23.6,53.0,228.0
36.0,0,171.2,68.1,24.5,46.0,202.0
22.0,0,168.8,60.7,9.7,47.0,226.0
32.0,0,166.0,66.1,23.2,47.0,230.0
44.0,0,175.6,72.1,12.5,40.0,228.0
33.0,0,169.4,73.9,16.0,60.0,232.0
62.0,1,163.7,61.4,26.6,16.0,131.0
27.0,0,174.3,66.2,16.3,67.0,256.0
30.0,1,156.1,50.2,23.4,35.0,183.0
23.0,0,182.5,85.8,26.1,57.0,252.0
34.0,0,173.0,106.4,6.8,30.0,193.0
24.0,1,168.4,56.7,15.9,31.0,150.0
25.0,0,171.4,74.1,18.9,53.0,224.0
64.0,1,156.7,60.2,16.5,7.0,118.0
31.0,0,176.8,88.2,15.0,47.0,220.0
22.0,0,169.5,66.7,24.7,60.0,254.0
55.0,0,159.4,57.42,8.7,47.0,137.0
31.0,0,166.8,66.0,2.1,32.0,183.0
25.0,0,170.4,63.4,3.9,47.0,196.0
39.0,1,163.2,57.6,14.1,10.0,138.0
23.0,0,179.0,86.9,19.6,56.0,207.0
50.0,1,152.7,62.2,14.5,23.0,148.0
28.0,0,172.6,74.3,25.5,46.0,200.0
31.0,1,153.3,42.1,14.7,42.0,162.0
36.0,1,155.9,50.2,10.1,23.0,118.0
40.0,0,169.1,66.7,14.4,27.0,171.0
64.0,0,170.0,65.9,5.8,22.0,162.0
39.0,1,158.5,57.1,20.1,21.0,139.0
55.0,1,152.1,59.3,26.4,16.0,136.0
25.0,0,173.9,69.1,18.2,61.0,218.0
23.0,1,166.1,67.2,16.3,25.0,164.0
21.0,0,161.6,66.9,12.6,49.0,188.0
25.0,1,154.4,43.2,31.4,59.0,182.0
29.0,1,171.2,56.76,17.8,25.0,152.0
26.0,0,164.2,59.7,19.7,53.0,209.0
64.0,0,174.6,65.3,11.8,27.0,158.0
24.0,1,167.0,61.8,26.9,38.0,172.0
25.0,1,154.6,53.8,16.1,30.0,160.0
22.0,1,163.2,60.9,27.3,47.0,180.0
22.0,0,186.2,135.78,0.1,26.0,216.0
39.0,0,176.8,66.02,14.5,38.0,222.0
28.0,0,174.5,70.3,10.6,50.0,214.0
29.0,1,171.0,59.5,16.7,44.0,171.0
26.0,1,160.1,56.3,26.4,48.0,128.0
37.0,0,184.8,89.4,24.3,58.0,241.0
26.0,1,165.7,66.1,14.2,49.0,185.0
38.0,0,175.6,75.1,17.5,59.0,215.0
43.0,1,161.5,53.0,12.7,22.0,150.0
33.0,0,175.1,70.86,15.9,62.0,237.0
21.0,1,167.8,57.4,21.8,51.0,186.0
21.0,0,173.3,92.2,1.8,30.0,218.0
62.0,1,153.5,57.46,17.8,17.0,125.0
60.0,0,163.6,69.76,19.0,29.0,180.0
31.0,0,172.9,72.9,17.8,63.0,240.0
32.0,0,172.5,69.9,24.2,63.0,267.0
41.0,0,170.7,73.6,11.9,38.0,193.0
22.0,0,158.7,57.7,11.1,53.0,226.0
21.0,0,180.1,76.9,9.1,50.0,223.0
59.0,0,169.1,68.7,21.1,52.0,149.0
29.0,1,164.3,61.6,18.8,32.0,157.0
22.0,1,164.6,66.4,21.2,48.0,179.0
26.0,0,176.7,72.4,21.4,56.0,260.0
27.0,0,168.1,68.9,9.2,43.0,214.0
56.0,1,151.5,54.7,26.0,28.0,147.0
27.0,1,166.3,52.3,20.5,43.0,146.0
33.0,0,180.2,68.4,16.2,49.0,232.0
23.0,1,159.5,65.6,30.1,44.0,172.0
29.0,0,169.9,69.28,11.5,54.0,224.0
28.0,0,161.9,68.32,12.0,42.0,190.0
35.0,0,185.2,81.1,15.0,58.0,246.0
22.0,1,162.0,53.8,10.8,25.0,140.0
61.0,1,152.4,51.2,14.4,17.0,129.0
30.0,1,155.6,53.9,23.7,45.0,170.0
22.0,1,154.0,51.1,23.9,48.0,190.0
38.0,0,179.4,80.0,13.9,57.0,243.0
40.0,0,172.6,64.4,19.1,50.0,220.0
26.0,0,173.0,68.4,9.6,55.0,230.0
54.0,1,159.6,55.94,15.0,13.0,149.0
50.0,0,171.3,71.9,14.4,33.0,206.0
29.0,0,176.1,81.6,24.1,65.0,242.0
40.0,1,160.4,64.5,20.9,35.0,165.0
54.0,1,153.5,53.7,15.2,27.0,118.0
23.0,0,176.6,76.2,4.7,29.0,208.0
34.0,0,180.3,74.9,-13.9,31.0,214.0
25.0,1,166.7,68.1,26.9,42.0,186.0
21.0,1,158.1,53.5,-22.0,4.0,118.0
26.0,1,153.2,58.1,19.8,40.0,211.0
39.0,1,155.5,50.4,21.5,31.0,160.0
57.0,1,161.3,45.2,27.5,22.0,153.0
38.0,1,151.5,49.6,19.5,36.0,102.0
25.0,0,181.7,81.5,12.7,55.0,200.0
34.0,0,179.0,96.1,3.4,41.0,193.0
47.0,0,173.7,66.6,7.7,39.0,207.0
62.0,0,170.8,79.88,15.2,36.0,154.0
21.0,1,153.0,44.7,28.3,47.0,152.0
24.0,1,158.3,52.3,18.0,43.0,170.0
38.0,0,167.0,63.0,24.21,49.0,228.0
61.0,0,177.7,71.4,14.6,20.0,180.0
57.0,0,168.2,74.5,5.8,35.0,197.0
24.0,1,159.1,57.3,27.4,36.0,163.0
62.0,1,160.6,69.28,23.0,34.0,118.0
42.0,0,158.7,54.7,16.1,45.0,208.0
23.0,1,164.7,50.5,11.3,15.0,157.0
